Date,Open,High,Low,Close,Adj Close,Volume
2017-02-22,752.4000244140625,759.0,737.0250244140625,742.7000122070312,687.1791381835938,679456
2017-02-23,738.1500244140625,748.2750244140625,733.125,735.875,680.8642578125,402822
2017-02-27,738.8499755859375,766.5,736.0,753.9749755859375,697.611083984375,1262494
2017-02-28,758.8499755859375,759.9749755859375,748.125,751.9000244140625,695.6912841796875,408298
2017-03-01,752.0,763.5,742.75,747.5499877929688,691.6663818359375,644726
2017-03-02,750.0,758.9749755859375,740.5,742.0250244140625,686.5545043945312,454312
2017-03-03,740.0,745.8250122070312,736.0,739.75,684.449462890625,318160
2017-03-06,740.5750122070312,748.5,728.0,733.4000244140625,678.5743408203125,518400
2017-03-07,736.0999755859375,742.5,726.7000122070312,728.4249877929688,673.97119140625,359386
2017-03-08,731.5,733.4000244140625,720.0750122070312,722.8250122070312,668.7898559570312,286026
2017-03-09,721.4000244140625,731.0,720.2999877929688,723.75,669.6456298828125,318354
2017-03-10,725.5,730.5,713.0,716.5,662.9376220703125,272386
2017-03-14,742.5,742.5,721.5499877929688,724.125,669.9925537109375,293296
2017-03-15,723.0,729.0,716.0,717.9749755859375,664.3023071289062,293920
2017-03-16,721.125,728.5,718.7999877929688,723.25,669.1830444335938,358296
2017-03-17,723.5,760.7750244140625,723.5,758.5999755859375,701.8903198242188,2470896
2017-03-20,763.9749755859375,772.0999755859375,757.7750244140625,762.2249755859375,705.244384765625,885698
2017-03-21,762.25,767.375,748.0499877929688,751.4500122070312,695.2749633789062,355854
2017-03-22,746.7000122070312,750.7000122070312,736.4500122070312,739.5250244140625,684.2413940429688,323150
2017-03-23,738.7999877929688,759.5,738.7999877929688,753.0750122070312,696.7784423828125,663586
2017-03-24,753.0,759.5,748.5499877929688,752.5250244140625,696.26953125,369572
2017-03-27,752.5,752.5,740.5250244140625,744.5250244140625,688.8676147460938,305150
2017-03-28,749.0,756.4749755859375,744.0,746.6749877929688,690.8568115234375,360794
2017-03-29,747.4000244140625,751.1500244140625,741.0,743.7999877929688,688.1968383789062,201478
2017-03-30,744.0,749.1749877929688,735.5499877929688,737.2999877929688,682.1826782226562,488804
2017-03-31,737.5,745.7000122070312,730.25,732.4500122070312,677.6952514648438,251390
2017-04-03,735.0250244140625,749.4500122070312,735.0250244140625,744.9249877929688,689.2376708984375,327466
2017-04-05,743.5,764.0,742.4749755859375,754.0999755859375,697.7267456054688,723904
2017-04-06,752.5,783.4749755859375,750.0,779.0499877929688,720.8116455078125,2043520
2017-04-07,782.5,793.4749755859375,760.0750122070312,767.875,710.4719848632812,1425426
2017-04-10,772.5,791.8499755859375,768.2750244140625,783.4000244140625,724.83642578125,963710
2017-04-11,788.0,802.5,780.5,786.9749755859375,728.1441650390625,1339836
2017-04-12,792.5,792.5,771.5250244140625,777.0999755859375,719.0073852539062,469064
2017-04-13,777.7000122070312,781.2750244140625,766.5499877929688,769.2249755859375,711.7210083007812,326084
2017-04-17,769.4749755859375,774.0,762.5,766.4749755859375,709.1766967773438,243900
2017-04-18,769.3499755859375,787.0,753.6749877929688,762.3250122070312,705.3369140625,933324
2017-04-19,766.9749755859375,773.5,762.5,768.0999755859375,710.6802368164062,353420
2017-04-20,770.0,775.5,764.125,772.0499877929688,714.3348999023438,451584
2017-04-21,773.5,784.0499877929688,768.6500244140625,772.7750244140625,715.0057373046875,492602
2017-04-24,773.5499877929688,793.0,772.7750244140625,790.375,731.2899780273438,650508
2017-04-25,796.5,801.7249755859375,780.0,795.9749755859375,736.471435546875,844346
2017-04-26,797.0,799.4749755859375,777.5250244140625,784.4249877929688,725.7847900390625,437322
2017-04-27,784.5,788.5499877929688,757.0250244140625,762.875,705.8458862304688,1067144
2017-04-28,764.875,766.5,752.9249877929688,756.0250244140625,699.5078735351562,466946
2017-05-02,758.75,768.4249877929688,755.0,765.4749755859375,708.2514038085938,408602
2017-05-03,766.625,778.5,763.5250244140625,766.7249755859375,709.4080200195312,459036
2017-05-04,767.5,783.7000122070312,767.0999755859375,777.3250122070312,719.215576171875,625272
2017-05-05,770.0,780.4749755859375,767.5,772.1500244140625,714.427490234375,513016
2017-05-08,772.5,773.875,763.5999755859375,764.875,707.6963500976562,205534
2017-05-09,768.3499755859375,774.9500122070312,766.5,771.0999755859375,713.4558715820312,231218
2017-05-10,773.25,776.0,764.0,769.2750244140625,711.7673950195312,166298
2017-05-11,770.8499755859375,773.875,765.0,768.75,711.2816772460938,207624
2017-05-12,767.8499755859375,793.0,766.2999877929688,774.9500122070312,717.0181274414062,968416
2017-05-15,776.0,781.9500122070312,770.75,779.4249877929688,721.1585693359375,284978
2017-05-16,780.0,792.1500244140625,775.5499877929688,779.6500244140625,721.3668212890625,432856
2017-05-17,780.7750244140625,787.5,775.5250244140625,781.0999755859375,722.7084350585938,358328
2017-05-18,777.5,797.0,769.7750244140625,777.3250122070312,719.215576171875,1034258
2017-05-19,782.5,790.0,768.5499877929688,775.625,717.6427001953125,414042
2017-05-22,781.0,782.5,761.7000122070312,764.0250244140625,706.9098510742188,280524
2017-05-23,766.7999877929688,766.7999877929688,721.0,727.7000122070312,673.3003540039062,460232
2017-05-24,720.5,725.0,641.1749877929688,664.625,614.9405517578125,1518740
2017-05-25,663.625,674.375,655.125,664.9500122070312,615.2413330078125,858642
2017-05-26,666.0499877929688,685.4749755859375,665.9749755859375,681.25,630.3226928710938,596068
2017-05-29,682.4749755859375,682.9000244140625,662.1500244140625,666.875,617.0223999023438,336714
2017-05-30,665.0,667.4749755859375,646.0,656.0,606.9603271484375,407566
2017-05-31,656.25,671.0250244140625,656.25,667.125,617.2537231445312,312420
2017-06-01,669.5,693.5,665.0,686.2999877929688,634.9952392578125,672002
2017-06-02,692.0,693.0999755859375,675.5,678.0999755859375,627.408203125,313176
2017-06-05,675.75,762.0,675.75,746.0999755859375,690.3248291015625,3963182
2017-06-06,752.5499877929688,798.4000244140625,748.6749877929688,770.5750122070312,712.9702758789062,5856284
2017-06-07,774.5,781.9749755859375,741.0499877929688,772.5250244140625,714.7744140625,2561222
2017-06-08,771.0,772.1500244140625,753.8499755859375,761.625,704.6893310546875,862728
2017-06-09,760.0,781.5,753.4749755859375,770.0,712.4381713867188,1537050
2017-06-12,769.8499755859375,781.5499877929688,760.2000122070312,771.3499755859375,713.687255859375,988096
2017-06-13,771.4000244140625,781.2999877929688,765.5,768.5999755859375,711.1428833007812,707566
2017-06-14,770.7999877929688,788.4749755859375,767.5,774.0999755859375,716.231689453125,1183294
2017-06-15,774.0,783.7000122070312,767.5250244140625,771.0250244140625,713.3865356445312,683044
2017-06-16,773.5,782.8499755859375,769.25,773.0,715.2138671875,481468
2017-06-19,777.5,814.4500122070312,775.9000244140625,808.5499877929688,748.1063232421875,3887844
2017-06-20,814.7750244140625,828.5,804.75,810.9000244140625,750.2806396484375,2741486
2017-06-21,809.5499877929688,817.0,799.5250244140625,810.25,749.6792602539062,810948
2017-06-22,815.4749755859375,831.9000244140625,808.0,814.75,753.8428344726562,1799662
2017-06-23,819.7999877929688,826.4749755859375,785.8250122070312,804.9000244140625,744.729248046875,1245408
2017-06-27,805.8499755859375,812.2750244140625,786.0,794.25,734.8753662109375,702312
2017-06-28,798.9749755859375,806.4000244140625,789.5999755859375,797.4500122070312,737.8360595703125,831432
2017-06-29,802.1749877929688,814.5,796.9500122070312,799.7249755859375,739.9410400390625,961558
2017-06-30,800.0,800.0,788.875,792.3499755859375,733.1173095703125,585712
2017-07-03,793.4749755859375,812.0,792.6500244140625,809.8250122070312,749.2860717773438,628314
2017-07-04,813.4500122070312,844.4000244140625,812.5,835.2249755859375,772.7871704101562,2507006
2017-07-05,839.0,853.4000244140625,836.2750244140625,847.4500122070312,784.0983276367188,1584152
2017-07-06,847.0,861.0,838.7249755859375,849.3499755859375,785.856201171875,1141624
2017-07-07,846.125,854.0,842.3250122070312,847.9000244140625,784.5147094726562,638198
2017-07-10,851.0250244140625,860.9000244140625,850.0499877929688,853.8250122070312,789.996826171875,150448
2017-07-11,857.2999877929688,879.0499877929688,848.6749877929688,854.875,790.96826171875,1588394
2017-07-12,856.9500122070312,868.4249877929688,854.7750244140625,860.3499755859375,796.0340576171875,919620
2017-07-13,867.8499755859375,872.4000244140625,859.0,867.0,802.1868896484375,778570
2017-07-14,869.8499755859375,869.8499755859375,852.625,855.8499755859375,791.8704223632812,451108
2017-07-17,859.8250122070312,865.9500122070312,832.5,853.3499755859375,789.5572509765625,824506
2017-07-18,844.5,853.0999755859375,835.2000122070312,839.5,784.0933227539062,487782
2017-07-19,840.0,849.5,832.0250244140625,835.9249877929688,780.7543334960938,411554
2017-07-20,845.9500122070312,865.0,842.0,845.5750122070312,789.7673950195312,2040752
2017-07-21,848.0,850.7750244140625,834.0,841.8250122070312,786.2650146484375,671792
2017-07-24,840.0,844.4749755859375,831.2999877929688,835.5250244140625,780.3807373046875,328018
2017-07-25,835.0,837.0,822.7750244140625,831.1749877929688,776.3178100585938,445186
2017-07-26,833.0,847.2999877929688,831.25,838.9500122070312,783.5796508789062,577616
2017-07-27,842.5,883.5,832.7750244140625,868.2750244140625,810.9692993164062,4802974
2017-07-28,872.3499755859375,887.5,865.7999877929688,873.25,815.6159057617188,1775484
2017-07-31,875.0,888.6749877929688,867.5,876.5750122070312,818.7214965820312,854958
2017-08-01,879.0,879.875,867.0250244140625,870.4749755859375,813.0240478515625,416108
2017-08-02,871.9500122070312,871.9500122070312,855.0,857.5999755859375,800.9988403320312,388220
2017-08-03,857.5,858.625,842.0250244140625,845.75,789.9308471679688,329544
2017-08-04,845.25,854.2249755859375,836.5,849.5999755859375,793.5267944335938,393554
2017-08-07,853.5,869.5,849.7750244140625,866.5750122070312,809.3814086914062,561000
2017-08-08,870.9000244140625,876.25,851.4749755859375,858.4500122070312,801.7926635742188,636838
2017-08-09,856.7750244140625,866.0,841.375,844.5,788.763427734375,600900
2017-08-10,841.0,844.9249877929688,807.3250122070312,813.5250244140625,759.832763671875,605970
2017-08-11,800.125,818.9749755859375,791.3250122070312,802.5499877929688,749.58203125,600274
2017-08-14,810.0,827.4500122070312,810.0,823.4500122070312,769.1026611328125,471930
2017-08-16,829.4000244140625,847.375,828.0,845.8499755859375,790.0242309570312,704266
2017-08-17,847.5,854.3499755859375,837.0,842.9000244140625,787.2689819335938,426244
2017-08-18,840.0,850.5250244140625,830.8250122070312,840.4500122070312,784.9806518554688,554858
2017-08-21,839.2999877929688,841.5999755859375,814.75,821.0,766.8143920898438,381858
2017-08-22,825.0,828.2750244140625,803.625,808.0999755859375,754.7658081054688,451304
2017-08-23,810.8499755859375,827.5,808.5,820.2000122070312,766.0671997070312,442368
2017-08-24,824.0,824.0,813.0250244140625,818.6500244140625,764.6195068359375,282882
2017-08-28,823.4000244140625,842.7750244140625,820.0,835.8499755859375,780.6842651367188,574988
2017-08-29,834.0999755859375,834.0999755859375,819.0,823.0999755859375,768.7756958007812,324456
2017-08-30,830.5,836.0250244140625,825.0,828.6749877929688,773.9827270507812,317452
2017-08-31,831.2000122070312,831.2999877929688,817.2000122070312,819.9249877929688,765.8102416992188,299538
2017-09-01,821.9000244140625,835.5,820.0999755859375,829.9749755859375,775.197021484375,268776
2017-09-04,830.7999877929688,868.0,826.5499877929688,863.7999877929688,806.7896118164062,1714102
2017-09-05,873.0,885.0,867.5999755859375,873.5999755859375,815.9428100585938,1082302
2017-09-06,865.5,882.4500122070312,861.2750244140625,875.7999877929688,817.99755859375,626670
2017-09-07,875.0,899.5,875.0,896.5499877929688,837.3781127929688,1008228
2017-09-08,904.5499877929688,908.5,882.7750244140625,886.125,827.6411743164062,1181446
2017-09-11,891.9000244140625,907.5,888.1500244140625,901.9749755859375,842.445068359375,712202
2017-09-12,904.5,913.5,896.0,906.5250244140625,846.69482421875,843686
2017-09-13,908.9000244140625,919.9749755859375,905.0,907.6500244140625,847.7455444335938,996254
2017-09-14,911.2000122070312,919.0,908.0499877929688,911.8250122070312,851.64501953125,747490
2017-09-15,910.2000122070312,917.9500122070312,905.0,911.7249755859375,851.5515747070312,1183744
2017-09-18,921.4500122070312,921.7000122070312,898.0,901.2999877929688,841.8146362304688,573740
2017-09-19,904.4500122070312,911.2000122070312,881.5499877929688,885.9500122070312,827.4776611328125,428833
2017-09-20,889.9500122070312,896.75,877.0499877929688,880.8499755859375,822.7142333984375,313656
2017-09-21,883.7000122070312,885.2999877929688,865.5499877929688,872.0999755859375,814.541748046875,245016
2017-09-22,869.9000244140625,872.0,841.0,847.2999877929688,791.3786010742188,259352
2017-09-25,847.2999877929688,849.0,799.0,813.2000122070312,759.5291748046875,437934
2017-09-26,813.2000122070312,836.0,807.4000244140625,826.6500244140625,772.0914916992188,329132
2017-09-27,835.1500244140625,857.0,800.5,808.0,754.67236328125,771204
2017-09-28,810.9500122070312,819.6500244140625,792.2999877929688,806.9000244140625,753.64501953125,494665
2017-09-29,812.4000244140625,823.0,808.0999755859375,813.2999877929688,759.6224975585938,251168
2017-10-03,824.0,824.0,798.25,802.25,749.3018188476562,208405
2017-10-04,805.0,806.4000244140625,795.0999755859375,798.3499755859375,745.6592407226562,286544
2017-10-05,799.3499755859375,832.0,795.0499877929688,827.2000122070312,772.605224609375,711810
2017-10-06,833.0999755859375,835.4000244140625,824.75,830.0999755859375,775.3137817382812,363750
2017-10-09,830.0,868.7999877929688,825.9000244140625,864.0499877929688,807.0230712890625,1153867
2017-10-10,866.9000244140625,870.0,854.5,865.25,808.1438598632812,526603
2017-10-11,868.0,874.5999755859375,835.0,840.7000122070312,785.2141723632812,532462
2017-10-12,845.0,855.0,839.0,852.7999877929688,796.5155639648438,277063
2017-10-13,857.2000122070312,878.9000244140625,855.5499877929688,862.4000244140625,805.4819946289062,749721
2017-10-16,866.0,870.4500122070312,850.0,856.1500244140625,799.64453125,315055
2017-10-17,852.0,859.0,845.0,849.2000122070312,793.1531982421875,293182
2017-10-18,851.4000244140625,861.7000122070312,846.0,848.5,792.4994506835938,341930
2017-10-19,848.0999755859375,852.5,826.0999755859375,837.2999877929688,782.0385131835938,95246
2017-10-23,842.0,855.4000244140625,821.2000122070312,850.0,793.9003295898438,293889
2017-10-24,850.0,862.7000122070312,845.1500244140625,852.3499755859375,796.0952758789062,350829
2017-10-25,856.0,888.0,837.2999877929688,863.9500122070312,806.9297485351562,1156840
2017-10-26,865.7000122070312,865.7000122070312,835.0,840.2000122070312,784.7472534179688,491554
2017-10-27,840.7000122070312,852.0,839.9500122070312,842.0,786.4284057617188,252057
2017-10-30,842.5,851.4000244140625,832.5,836.1500244140625,780.9645385742188,296146
2017-10-31,840.25,845.7000122070312,829.2000122070312,839.6500244140625,784.2335205078125,276605
2017-11-01,844.0499877929688,860.0,842.3499755859375,853.5499877929688,797.216064453125,460879
2017-11-02,855.0,876.0,854.9500122070312,866.0999755859375,808.937744140625,805578
2017-11-03,866.8499755859375,869.7000122070312,854.0499877929688,858.5,801.8394165039062,230232
2017-11-06,858.7000122070312,869.4000244140625,854.0499877929688,862.9000244140625,805.9490356445312,246867
2017-11-07,865.0,894.5499877929688,839.7000122070312,871.4500122070312,813.9347534179688,1431511
2017-11-08,875.75,912.7999877929688,874.9000244140625,884.2000122070312,825.84326171875,2166315
2017-11-09,890.5,912.0,884.25,908.5999755859375,848.6328125,891357
2017-11-10,909.0,911.4500122070312,891.0,900.25,840.8339233398438,496728
2017-11-13,903.0,923.9000244140625,901.9500122070312,906.2999877929688,846.484619140625,1148730
2017-11-14,911.0,918.0,892.0,896.2999877929688,837.14453125,447956
2017-11-15,880.0,901.5,864.0,872.5,814.9154052734375,454129
2017-11-16,877.6500244140625,900.0,862.7999877929688,895.5999755859375,836.4908447265625,552550
2017-11-17,904.0,905.9000244140625,887.4000244140625,893.9000244140625,834.9030151367188,391763
